SKU,Description,MSRP,BRONZE_Price,SILVER_Price,GOLD_Price,PLATINUM_Price
193092002202,ZERO2 YOUTH STOCK HELMET,464.99,390.0,352.5,315.0,280.0
193092006,ZERO2 YOUTH HELMET –  NO FACEMASK,321.99,292.5,263.5,234.5,199.5
19309E2006206,ZERO2 YOUTH ELITE STOCK HELMET,584.99,510.0,452.5,405.0,370.0
193025002202,ZERO2 TRENCH STOCK HELMET,779.99,605.0,547.5,490.0,440.0
193025006,ZERO2 TRENCH HELMET –  NO FACEMASK,569.99,507.5,458.5,409.5,359.5
19302E5006306,ZERO2 TRENCH ELITE STOCK HELMET,929.99,745.0,672.5,600.0,550.0
193004002202,ZERO2 STOCK HELMET,679.99,580.0,530.0,470.0,415.0
14-20561,ZERO2 STANDARD HARDWARE STABILIZER PLATE KIT,0.0,33.0,30.5,26.5,26.5
1911306,ZERO2 SO-223E FACEMASK,140.0,97.5,89.0,80.5,80.5
1911106,ZERO2 SO-223 FACEMASK,140.0,97.5,89.0,80.5,80.5
1908006,ZERO2 SO-215T FACEMASK,265.0,177.5,161.0,145.0,145.0
1908606,ZERO2 SO-215E FACEMASK,265.0,177.5,161.0,145.0,145.0
1911506,ZERO2 SO-213E FACEMASK,140.0,97.5,89.0,80.5,80.5
1922106,ZERO2 SO-212E-5 FACEMASK,140.0,107.5,99.0,90.5,90.5
1922006,ZERO2 SO-212E-4 FACEMASK,140.0,107.5,99.0,90.5,90.5
1921906,ZERO2 SO-212E-3 FACEMASK,140.0,107.5,99.0,90.5,90.5
1911606,ZERO2 SO-212E-2 FACEMASK,140.0,97.5,89.0,80.5,80.5
1910506,ZERO2 SO-212E FACEMASK,140.0,97.5,89.0,80.5,80.5
1908806,ZERO2 SO-212-3 FACEMASK,265.0,177.5,161.0,145.0,145.0
1908206,ZERO2 SO-212-2 FACEMASK,265.0,177.5,161.0,145.0,145.0
1910606,ZERO2 SO-212 FACEMASK,140.0,97.5,89.0,80.5,80.5
1907806,ZERO2 SK-212 FACEMASK,248.0,177.5,161.0,145.0,145.0
1911006,ZERO2 SC-223E FACEMASK,140.0,97.5,89.0,80.5,80.5
1907606,ZERO2 SC-223 FACEMASK,140.0,177.5,161.0,145.0,145.0
01-20277-01,ZERO2 QUARTER-TURN LOOP STRAPS,0.0,1.5,1.25,1.0,1.0
14-20432,ZERO2 QUARTER TURN STABILIZER PLATES UPGRADE KIT,0.0,54.5,49.0,44.0,44.0
19304E4006106,ZERO2 QB ELITE STOCK HELMET,949.99,725.0,667.5,600.0,545.0
17566-001,ZERO2 OAKLEY EDGE VISOR CLIPS,0.0,12.5,11.5,10.5,10.5
193004006,ZERO2 HELMET –  NO FACEMASK,536.99,482.5,441.0,389.5,334.5
14-20283-4,ZERO2 FIT KIT,70.0,,,,
19300E4006206,ZERO2 ELITE STOCK HELMET,829.99,705.0,647.5,580.0,525.0
01-20427-006,ZERO2 ANKR LOCKS (PAIR),23.99,16.5,15.0,13.5,13.5
13230102,YOUTH VINYL DIPPED REINFORCED UNIVERSAL THIGH PADS,19.99,15.0,14.0,12.5,12.5
79811105N0706,YOUTH VENTILATED RIB PROTECTOR,46.0,32.0,29.0,26.0,26.0
799221N0506,YOUTH VENTILATED BACK PLATE,25.0,,,,
74300906,YOUTH VENGEANCE ROPO-TRAD FACEMASK,39.0,,,,
74300206,YOUTH VENGEANCE EGOP-II FACEMASK,39.0,,,,
75301706,YOUTH VENGEANCE A11 ROPO-TRAD FACEMASK,39.0,44.0,39.5,35.0,35.0
74310206,YOUTH VENGEANCE A11 ROPO-DW-TRAD FACEMASK,39.0,,,,
2.058E+12,YOUTH VENGEANCE A11 2.0 STOCK HELMET,209.99,,,,
01-19202-2,YOUTH VENGEANCE A11 2.0 LATERAL LINER,27.0,27.0,24.5,22.0,22.0
2058001012,YOUTH VENGEANCE A11 2.0 HELMET –  NO FACEMASK (MOLDED AND METALLIC COLORS),119.0,,,,
2058001M06,YOUTH VENGEANCE A11 2.0 HELMET –  NO FACEMASK (MATTE COLORS),151.0,,,,
01-14852-8,YOUTH VENGEANCE A11 2.0 CROWN LINER,20.0,22.5,20.5,18.0,18.0
E0002405-4,YOUTH SOFT CUP CHINSTRAP,13.99,10.5,10.0,9.0,9.0
79850000,YOUTH SHOULDER PAD COLLAR,35.0,26.5,24.0,21.5,21.5
84314503F,YOUTH PRO-CUT PRACTICE JERSEY,1.0,,,,
13061202,YOUTH PREMIUM LIGHTWEIGHT SLOTTED HIP PAD SET,12.5,12.5,11.5,10.0,10.0
70810306N07,YOUTH O-SEVEN SOFT SHOULDER PADS,5.0,,,,
7992206N07,YOUTH NEON BACK PLATE,28.0,,,,
14035003,YOUTH MOUTHGARD WITH STRAP - 100 PACK,25.0,52.5,48.0,43.0,43.0
2087003002201,YOUTH F7 LX1 STOCK HELMET,354.99,,,,
01-19240,YOUTH F7 LX1 LATERAL LINER,42.5,42.5,38.5,34.0,34.0
2087005M03,YOUTH F7 LX1 HELMET – NO FACEMASK,100.0,259.0,235.5,213.0,189.0
2087003006,YOUTH F7 LX1 HELMET –  NO FACEMASK (MOLDED AND METALLIC COLORS),277.99,,,,
01-19828-1,YOUTH F7 LX1 CROWN LINER,94.0,,,,
84002322,YOUTH ELITE HEATED HANDWARMER,0.0,,,,
13621102F,YOUTH 7-PIECE SLOTTED PAD SET,6.0,,,,
13621102,YOUTH 7-PIECE PAD SET WITH SLOTTED HIP PADS,0.0,15.5,14.0,12.5,12.5
13651202,Y7PSS 7PC SLIDE SNAP IN,0.0,16.0,14.5,13.0,13.0
80120001,Y-FLEX YOUTH SHOULDER PADS,40.0,60.0,54.5,49.5,45.0
81131703,XV7 SHOULDER PADS - SKILL,305.0,,,,
81130503,XV7 SHOULDER PADS - QB/WR,305.0,,,,
81135503,XV7 SHOULDER PADS - OL/DL,305.0,,,,
81135703,XV7 SHOULDER PADS - ALL-PURPOSE,305.0,,,,
850803400,XV VARSITY RIB PROTECTOR,74.99,58.0,53.0,46.5,40.0
79960500,XV VARSITY BACK PLATE,39.99,28.0,25.5,22.5,18.0
80150203,XV SKILL SHOULDER PADS - HYBRID,95.0,220.0,198.0,176.0,160.0
80150103,XV SKILL SHOULDER PADS - FLUX,239.99,199.0,180.0,165.0,150.0
80150306,XV SKILL SHOULDER PADS - AIR,95.0,250.0,225.0,200.0,180.0
80170205,XV LINE SHOULDER PADS - HYBRID,269.99,,,,
80170107,XV LINE SHOULDER PADS - FLUX,239.99,199.0,180.0,165.0,150.0
80170307,XV LINE SHOULDER PADS - AIR,95.0,250.0,225.0,200.0,180.0
66312803,XV FUSION (-3) BBCOR BASEBALL BAT,399.99,210.0,210.0,210.0,192.5
67322903,XV BOOST (-3) BBCOR BASEBALL BAT,299.99,180.0,180.0,180.0,165.0
80160206,XV ALL-PURPOSE SHOULDER PADS - HYBRID,95.0,220.0,198.0,176.0,160.0
80160103,XV ALL-PURPOSE SHOULDER PADS - FLUX,239.99,199.0,180.0,165.0,150.0
80160303,XV ALL-PURPOSE SHOULDER PADS - AIR,319.99,,,,
3356502M02T,XR2 BATTING HELMET,5.0,,,,
14-20483,X-LARGE 2.0 FIT KIT,0.0,50.0,45.0,40.0,40.0
15001560,WASHERS - 100,0.0,13.0,12.0,10.5,10.5
17566,VISOR CLIPS,13.0,12.5,11.5,10.5,10.5
13203302,VINYL DIPPED ULTRA THIN THIGH PADS,20.0,13.0,12.0,10.5,10.5
13090202,"VINYL DIPPED SLOTTED HIP PAD SET 1/4""",0.0,14.0,13.0,11.5,11.5
13091202,"VINYL DIPPED SLOTTED HIP PAD SET 1/2""",0.0,,,,
13230202,VINYL DIPPED REINFORCED UNIVERSAL THIGH PADS,0.0,17.0,15.5,14.0,14.0
9550,VICIS UNIVERSAL SIDELINE KIT,330.99,233.0,206.0,184.5,184.5
01-20277-02,VICIS QUARTER-TURN LOOP STRAPS,9.99,1.5,1.25,1.0,1.0
14-20415,VICIS QUARTER-TURN HARDWARE (PAIR),44.99,32.5,29.0,26.5,26.5
01-20305-06-19,VICIS FUSION HARD CUP CHINSTRAP,32.99,24.5,22.5,20.0,20.0
14-20311-02,VICIS FUSION ELITE HARD CUP CHINSTRAP,39.99,28.5,26.5,24.5,24.5
7720060091,VICIS CHINSTRAP BUCKLES (DOZEN),13.99,10.5,10.0,9.0,9.0
125103402,VERONA BATTER'S LEG GUARD,28.0,,,,
12520340291,VERONA BATTER'S ELBOW GUARD – WITH ATTACHED FOREARM GUARD,25.0,,,,
125203402,VERONA BATTER'S ELBOW GUARD – ELBOW ONLY,18.0,,,,
75300906,VENGEANCE ROPO-TRAD FACEMASK,72.0,53.5,48.5,43.0,43.0
75301306,VENGEANCE ROPO-SW-TRAD-NB FACEMASK,69.0,44.0,39.5,35.0,35.0
75301506,VENGEANCE ROPO-DW-TRAD-NB FACEMASK,69.0,44.0,39.5,35.0,35.0
75310206,VENGEANCE ROPO-DW-TRAD FACEMASK,72.0,53.5,48.5,43.0,43.0
75301606,VENGEANCE RJOP-DW-TRAD-NB FACEMASK,69.0,44.0,39.5,35.0,35.0
2044013006206,VENGEANCE PRO LTD II STOCK HELMET,329.99,257.0,232.0,207.0,185.0
01-20214-1,VENGEANCE PRO LTD II LATERAL LINER,48.0,,,,
2044013006,VENGEANCE PRO LTD II HELMET –  NO FACEMASK,259.99,217.0,196.0,174.0,153.0
14-20218,VENGEANCE PRO LTD II CROWN LINER,17.0,,,,
75301206,VENGEANCE EGOP-TRAD-NB FACEMASK,69.0,44.0,39.5,35.0,35.0
75300206,VENGEANCE EGOP-II FACEMASK,72.0,53.5,48.5,43.0,43.0
75301406,VENGEANCE EGOP II-TRAD-NB FACEMASK,69.0,44.0,39.5,35.0,35.0
145007590,VENGEANCE CROWN LINER,0.0,18.0,16.5,15.0,15.0
799102030206,VARSITY VENTILATED RIB PROTECTOR,3.0,49.0,44.5,39.5,39.5
7992300206,VARSITY VENTILATED BACK PLATE,30.0,,,,
13440402,VARSITY SKILL POSITION KNEE PADS,5.5,7.0,6.5,6.0,6.0
79950000,VARSITY SHOULDER PAD COLLAR,46.0,33.5,30.5,27.0,27.0
8433440601F,VARSITY PROTECH SHIRT,10.0,,,,
70790406N07,VARSITY O-SEVEN SOFT SHOULDER PADS,115.0,,,,
7992306N07,VARSITY NEON BACK PLATE,32.0,22.5,20.5,18.0,18.0
89410206F,VARSITY MOUTHGARD WITH STRAP - 2 PACK,1.0,,,,
14025003,VARSITY MOUTHGARD WITH STRAP - 100 PACK,25.0,53.5,48.5,43.5,43.5
89411006F,VARSITY MOUTHGARD WITH STRAP - 10 PACK,2.0,,,,
13402402,VARSITY LIGHTWEIGHT KNEE PAD - SKILL,3.0,8.0,7.5,7.0,7.0
13110201,VARSITY HD THIGH PAD SET,2.0,,,,
80221703,VARSITY FLEX 4.0 SHOULDER PADS - SKILL,230.0,,,,
80225703,VARSITY FLEX 4.0 SHOULDER PADS - ALL-PURPOSE,230.0,,,,
84002312,VARSITY ELITE HEATED HANDWARMER,0.0,,,,
13420202,VARSITY DIPPED KNEE PAD,4.0,,,,
80131707,VARISTY XV HD SHOULDER PADS - SKILL,60.0,,,,
80130506,VARISTY XV HD SHOULDER PADS - QB/WR,60.0,,,,
144015290,UNIVERSAL HSS JAW PADS (PAIR),22.99,15.5,14.5,13.0,13.0
15004185,ULTIMATE HARDWARE KIT,13.5,,,,
128740006,TUCCI SLIDING MITT,6.0,,,,
12843606T,TUCCI ROLLER BAG,169.99,102.0,102.0,102.0,93.5
12847606T,TUCCI DUFFLE BAG,109.99,70.0,70.0,70.0,60.5
12810550T,TUCCI BATTING TEE,10.0,,,,
01-21163-M06,TUCCI BATTING HELMET JAW GUARD,19.99,11.99,11.99,11.99,10.99
12842800006T,TUCCI BAT PACK,99.99,60.0,60.0,60.0,55.0
14603002,TRIPLE-VIEW WRIST COACH,4.0,10.0,9.0,8.0,8.0
1265030605T,TRIPLE MULTIFLEX LEG GUARD - TUCCI,8.0,,,,
62322903,TORINO (-3) BBCOR BASEBALL BAT,100.0,240.0,240.0,240.0,220.0
6312091280006,TL-Y12 PRO YOUTH STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6312081280006,TL-Y12 AXE PRO YOUTH STOCK WOOD BAT,159.99,83.99,83.99,83.99,76.99
62020213112M06,TL-XB2 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6202051310606,TL-XB2 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6202041311201,TL-XB2 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
62020113112M06,TL-XB2 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6202031311201,TL-XB2 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
621505728CWS,TL-TORPEDO YOUTH PRO SELECT ULTRA-LITE WOOD BAT - PURPLE/PINK/BLUE,149.99,90.0,90.0,90.0,82.5
621505231CWS,TL-TORPEDO PRO SELECT LIMITED WOOD BAT - TEAL/BLACK,189.99,114.0,114.0,114.0,104.5
6150051314908,TL-TORPEDO PRO SELECT LIMITED WOOD BAT - SUBZERO,209.99,114.0,114.0,114.0,104.5
615005131M01M01,TL-TORPEDO PRO SELECT LIMITED WOOD BAT - MATTE GRAY,209.99,114.0,114.0,114.0,104.5
621505131CWS,TL-TORPEDO PRO SELECT LIMITED WOOD BAT - FIRECRACKER,189.99,114.0,114.0,114.0,104.5
6301061340006,TL-SB1 MEN'S SOFTBALL STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6301071340006,TL-SB1 AXE MEN'S SOFTBALL STOCK WOOD BAT,159.99,83.99,83.99,83.99,76.99
621505531CWS,TL-PCA4 PRO SELECT LIMITED WOOD BAT,189.99,114.0,114.0,114.0,104.5
6342111240606,TL-ONE-HAND TRAINER BAT,79.99,59.99,59.99,59.99,54.99
6340111320606,TL-OLT COUNTER-BALANCE OVERLOAD TRAINER BAT,99.99,59.99,59.99,59.99,54.99
61270213112M06,TL-JA27 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6127051310006,TL-JA27 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6127041311212,TL-JA27 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
61270113112M06,TL-JA27 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6127031311212,TL-JA27 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
62130213136M06,TL-I13 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6213051310006,TL-I13 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6213041313636,TL-I13 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
62130113136M06,TL-I13 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6213031313636,TL-I13 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
6341111320606,TL-HET UNDERLOAD/HAND-EYE TRAINER BAT,99.99,59.99,59.99,59.99,54.99
6130011350006,TL-F35 FUNGO BAT,99.99,59.99,59.99,59.99,54.99
61010213100M06,TL-CC1 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6101051310606,TL-CC1 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6101041310006,TL-CC1 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
61010113100M06,TL-CC1 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6101031310006,TL-CC1 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
621505331CWS,TL-BO11 PRO SELECT LIMITED WOOD BAT –  TRI-FADE,189.99,114.0,114.0,114.0,104.5
61340213109M06,TL-BH34 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6134051310006,TL-BH34 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6134041310926,TL-BH34 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
61340113109M06,TL-BH34 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6134031310926,TL-BH34 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
621505628CWS,TL-421 PRO SELECT ULTRA-LITE WOOD BAT - YELLOW/PINK/PURPLE,149.99,90.0,90.0,90.0,82.5
6421161290606,TL-421 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6421151290606,TL-421 AXE PRO SELECT STOCK WOOD BAT,159.99,83.99,83.99,83.99,76.99
62710213106M06,TL-271 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6271051310606,TL-271 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6271041310606,TL-271 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
62710113106M06,TL-271 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6271031310606,TL-271 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
62430213100M06,TL-243 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6243051310006,TL-243 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6243041310006,TL-243 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
62430113100M06,TL-243 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6243031310006,TL-243 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
61410213106M06,TL-141 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6141051310600,TL-141 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6141041310600,TL-141 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
61410113106M06,TL-141 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6141031310600,TL-141 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
62140213136M06,TL-110 X9 PRO SELECT LIMITED STOCK WOOD BAT,199.99,114.0,114.0,114.0,104.5
6214051310606,TL-110 PRO SELECT STOCK WOOD BAT,139.99,83.99,83.99,83.99,76.99
6214041313600,TL-110 PRO SELECT LIMITED STOCK WOOD BAT,189.99,114.0,114.0,114.0,104.5
62140113136M06,TL-110 AXE X9 PRO SELECT LIMITED STOCK WOOD BAT,229.99,114.0,114.0,114.0,104.5
6214031313600,TL-110 AXE PRO SELECT LIMITED STOCK WOOD BAT,219.99,114.0,114.0,114.0,104.5
7772000091,T-NUTS - DOZEN,10.5,,,,
19960100,T-NUT WRENCH,11.5,,,,
15002525,"T-NUT 3/8"" (MEDIUM) - 100",0.0,44.0,39.5,35.0,35.0
15002524,"T-NUT 1/8"" (SHORT) - 100",0.0,21.0,19.5,17.0,17.0
80120502,T-FLEX YOUTH SHOULDER PADS,109.99,92.5,84.0,77.0,70.0
8024570306N05,T-FLEX SHOULDER PADS,129.99,,,,
12843606,STANDING ROLLING EQUIPMENT BAG,50.0,,,,
1937374,STABILIZER PADS (PAIR),32.99,24.5,22.5,20.0,20.0
12911243,SLIDE RITE 2.0 REPLACEMENT SHEET,5.0,,,,
85200001,SHOULDER PAD ELASTIC T-HOOK SET,8.0,6.0,5.5,5.0,5.0
84312603,SCRIMMAGE CAP,0.5,,,,
15002527,SCREWS - 100,0.0,19.5,17.5,15.5,15.5
1264900603T,SCORPION TRIPLE FLEX LEG GUARD - TUCCI,8.0,,,,
1264890603,SCORPION TRIPLE FLEX LEG GUARD,8.0,,,,
1264780606T,SCORPION DOUBLE FLEX LEG GUARD - TUCCI,8.0,,,,
1264780605,SCORPION DOUBLE FLEX LEG GUARD,8.0,,,,
1271931206,SCORPION CHEST PROTECTOR,5.0,,,,
8550,SCHUTT UNIVERSAL SIDELINE KIT,427.99,298.0,268.5,238.5,238.5
15011185,SCHUTT QUARTER-TURN LOOP STRAPS,4.99,2.0,1.5,1.2,1.2
15009607,SCHUTT QUARTER-TURN HARDWARE (PAIR),44.99,32.5,29.0,26.5,26.5
15009909,SCHUTT OPTICS ELITE VISOR,60.0,,,,
15008039,"SCHUTT HARDWARE PACK (LOOP STRAPS, SCREWS)",8.99,10.0,9.0,8.0,8.0
01-20305-02,SCHUTT FUSION HARD CUP CHINSTRAP,32.99,24.5,22.5,20.0,20.0
14-20311-06-4,SCHUTT FUSION ELITE HARD CUP CHINSTRAP,39.99,28.5,26.5,24.5,24.5
12810500,SCHUTT BATTING TEE,8.0,,,,
12808500BE,SCHUTT 4-SIDED PITCHING RUBBER,10.0,,,,
7871S090091,SC-4 HARD CUP CHINSTRAP - DOZEN,0.0,145.0,130.5,116.0,116.0
63302505,"ROMA YOUTH (-5) 2 3/4"" USSSA BASEBALL BAT",55.0,168.0,168.0,168.0,154.0
64281810,"ROMA YOUTH (-10) 2 3/4"" USSSA BASEBALL BAT",55.0,168.0,168.0,168.0,154.0
61322903,ROMA (-3) BBCOR BASEBALL BAT,65.0,180.0,180.0,180.0,165.0
19413,RIGHT-HAND LOWER SIDE TEAR-AWAY,0.0,14.5,13.5,12.0,12.0
1270820605T,REVERSIBLE CHEST PROTECTOR S3.5,5.0,,,,
19419,"REAR TEAR-AWAY 1/4""",0.0,14.5,13.5,12.0,12.0
19126,REAR BUMPER WITH LOGO,0.0,20.0,18.0,16.0,16.0
19133,RAPID MOUNT,27.99,20.0,18.0,16.0,16.0
8433320601,PROTECH YOUTH SHIRT,0.0,,,,
8433430601,PROTECH VARSITY SHIRT,0.0,,,,
12909180BE,PRO PITCHERS BOX,10.0,,,,
84314303,PRO CUT PRACTICE JERSEY - YOUTH,0.0,,,,
84315706,PRO CUT PRACTICE JERSEY - VARSITY,0.0,,,,
12-20453-H06,POTENZA JAW GUARD,19.99,12.0,12.0,12.0,11.0
34100023M02106,POTENZA BATTING HELMET WITH SOFTBALL GUARD,25.0,40.0,40.0,40.0,36.0
34100023H02302,POTENZA BATTING HELMET WITH JAW GUARD,25.0,,,,
34100023M06,POTENZA BATTING HELMET,69.99,35.0,35.0,35.0,31.0
84620306,POLY-KNIT ALL-IN-ONE FOOTBALL PANTS - YOUTH,0.0,,,,
84610306,POLY-KNIT ALL-IN-ONE FOOTBALL PANTS - VARSITY,36.0,,,,
89070502,PADDED COMPRESSION SHORTS,10.0,38.5,34.5,29.5,29.5
89040302,PADDED COMPRESSION SHIRT,15.0,36.5,32.5,29.0,28.0
01-20420,OCCIPITAL PAD,0.0,6.5,6.0,5.5,5.5
19225-006,OAKLEY EDGE VISOR,109.99,75.0,65.0,60.0,60.0
7079050606-NL,O-SEVEN SOFT SHOULDER PADS - NO LOGO,5.0,,,,
7079060606,O-SEVEN SOFT SHOULDER PADS,5.0,,,,
7835000691,NON-WRAP AROUND NOSEBUMPER - DOZEN,0.0,87.0,78.5,70.0,70.0
1270040206,NAPOLI PRO BATTING GLOVES,12.0,,,,
1260030206,NAPOLI ELITE BATTING GLOVES,12.0,,,,
7078023006,MULTI-SPORT SOFT CAP,5.0,,,,
84001405,MULTI-SPORT COOLING TOWEL,0.0,,,,
14035008,"MOUTH GUARD - YOUTH, 100",0.0,52.5,48.0,43.0,43.0
14025006,"MOUTH GUARD - VARSITY, 100",25.0,53.5,48.5,43.5,43.5
2030000090,MOISTURE MANAGEMENT PAD,0.0,9.5,9.0,8.0,8.0
65281810,"MILANO YOUTH (-10) 2 3/4"" USSSA BASEBALL BAT",399.99,240.0,240.0,240.0,220.0
80235702,MID FLEX 4.0 ALL-PURPOSE SHOULDER PADS,140.0,,,,
7775000091,METAL CHINSTRAP BUCKLES - DOZEN,0.0,10.5,10.0,9.0,9.0
14-20481,MEDIUM 2.0 FIT KIT,0.0,50.0,45.0,40.0,40.0
1500914091,MECHANICAL HARDWARE - DOZEN,20.5,20.5,19.0,16.5,16.5
19146,LOWER FACEMASK CLIP,0.0,2.75,2.5,2.0,2.0
13022003,LOW-PROFILE ELBOW PAD,1.0,,,,
15009351,LOOP STRAPS QUARTER TURN - 100,79.0,,,,
13401402,LIGHTWEIGHT YOUTH KNEE PADS,0.0,6.5,6.0,5.5,5.5
13202302,LIGHTWEIGHT VENTILATED SKILL POSITION THIGH PADS,0.0,11.5,10.5,9.5,9.5
13402302,LIGHTWEIGHT VENTILATED SKILL POSITION KNEE PADS,8.0,8.0,7.5,7.0,7.0
19412,LEFT-HAND LOWER SIDE TEAR-AWAY,0.0,14.5,13.5,12.0,12.0
1284750606,LARGE TEAM EQUIPMENT BAG 2.0,10.0,39.5,35.5,31.5,31.5
12847612,LARGE PLAYER DUFFLE BAG,2.0,30.0,27.0,24.0,24.0
14-20482,LARGE 2.0 FIT KIT,0.0,50.0,45.0,40.0,40.0
13230302,JUNIOR VARSITY VINYL DIPPED REINFORCED UNIVERSAL THIGH PADS,0.0,14.0,13.0,11.5,11.5
144005492,INTER-LINK JAW PADS REPLACEMENT COVER - BULK,0.0,,,,
144005490,INTER-LINK JAW PADS COVERS ONLY (PAIR),12.99,10.0,9.5,8.5,8.5
144003890,INTER-LINK JAW PADS BASES AND COVER (PAIR),20.99,16.0,15.0,13.5,13.5
144003892,INTER-LINK JAW PADS - BULK,0.0,,,,
7790000091,INFLATOR NEEDLES - DOZEN,0.0,14.0,13.0,11.5,11.5
12845106,INDIVIDUAL HELMET BAG,0.0,10.0,9.0,8.0,8.0
01-20422,HEX PODS,0.0,5.0,4.5,4.0,4.0
12850009,HELMET FIT KITS,0.0,40.5,37.0,32.5,32.5
15009606,"HARDWARE PACKS - QUARTER TURN, 4",0.0,61.5,55.5,49.5,49.5
15009406,"HARDWARE PACKS - QUARTER TURN, 24",0.0,334.0,301.0,267.5,267.5
15009400091,"HARDWARE PACKS - QUARTER TURN WITH WASHERS, 12",0.0,142.0,128.5,114.0,114.0
15009400092,"HARDWARE PACKS - QUARTER TURN WITH WASHERS, 100",0.0,0.0,0.0,0.0,0.0
96000103,HARD SHELL FOOTBALL RIB PROTECTOR,44.0,32.0,29.0,26.0,26.0
19130,HARD MOUNT,15.5,15.5,14.0,12.5,12.5
7873Y030290,HARD CUP CHINSTRAP - YOUTH,0.0,12.5,11.5,10.0,10.0
7873V030290,HARD CUP CHINSTRAP - VARSITY,0.0,,,,
12845206T,HANGING BAT PORTFOLIO,5.0,,,,
7791000190,GLYCERIN - 1 OZ BOTTLE,11.0,9.5,9.0,8.0,8.0
84451006,GAME JERSEY - YOUTH,0.0,,,,
84461206,GAME JERSEY - VARSITY,25.0,,,,
84001302F,GAME DAY TOWEL - RETAIL PACKED,2.0,,,,
84001302,GAME DAY TOWEL,2.0,,,,
19139,FUSION CHIN CUP,0.0,,,,
19062,FRONT PAD,27.0,27.0,24.5,22.0,22.0
19124,FRONT BUMPER,20.0,20.0,18.0,16.0,16.0
19096,FORM LINER SET,18.0,18.0,16.5,15.0,15.0
84440306,FOOTBALL PRACTICE PANTS - YOUTH,19.99,,,,
84430306,FOOTBALL PRACTICE PANTS - VARSITY,19.99,,,,
